cluster_id,count,avg_risk_probability,silhouette_score,best_k,avg_academic_pressure,avg_work_pressure,avg_financial_stress,avg_study_satisfaction,avg_work_study_hours,avg_cgpa,cluster_name,cluster_description
0,12381,0.18092254050076312,0.17616161941787808,2,2.22203376140861,0.000969227041434456,2.4100016157699145,3.2830950650189807,6.069057426702205,7.618569582424683,Nhóm nguy cơ thấp,Đây là nhóm sinh viên có xác suất nguy cơ trung bình khoảng 18.1%. Các yếu tố áp lực nhìn chung thấp hơn các nhóm còn lại.
1,15520,0.8512115820164764,0.17616161941787808,2,3.8744845360824742,0.0,3.7219716494845363,2.6731958762886596,8.024871134020618,7.686047197164949,Nhóm áp lực học tập,Đây là nhóm sinh viên có xác suất nguy cơ trung bình khoảng 85.1%. Đặc trưng nổi bật là áp lực học tập cao hoặc mức hài lòng với việc học thấp.
